Champion,Win rate,Games played,KDA,CS,Gold,league,area
Graves,?47.62%,"24,129",2.07:1,?155.27,"?12,376",Silver,EUNE
Mordekaiser,?47.59%,"14,623",1.69:1,?155.29,"?11,649",Silver,EUNE
Twisted Fate,?47.51%,"31,618",1.94:1,?139.85,"?12,000",Silver,EUNE
Elise,?47.35%,"19,420",2.08:1,?94.55,"?11,222",Silver,EUNE
Aatrox,?47.21%,"12,435",1.85:1,?151.76,"?11,840",Silver,EUNE
Caitlyn,?47.19%,"130,130",2.21:1,?180.24,"?12,402",Silver,EUNE
Ashe,?47.12%,"78,412",2.23:1,?166.05,"?12,175",Silver,EUNE
Lissandra,?47.03%,"12,893",2.14:1,?155.21,"?11,579",Silver,EUNE
Kassadin,?47.00%,"28,146",2.31:1,?132.48,"?11,597",Silver,EUNE
Jhin,?46.93%,"96,166",2.5:1,?165.47,"?12,443",Silver,EUNE
Galio,?46.90%,"76,074",2.26:1,?140.45,"?11,218",Silver,EUNE
Bard,?46.69%,"25,156",2.52:1,?32.45,"?10,556",Silver,EUNE
Karma,?46.65%,"51,826",2.46:1,?50.07,"?10,318",Silver,EUNE
Syndra,?46.65%,"54,072",2.04:1,?164.75,"?12,031",Silver,EUNE
Ornn,?46.65%,"37,042",2.4:1,?125.07,"?10,955",Silver,EUNE
Tahm Kench,?46.63%,"27,046",2.55:1,?62.98,"?10,088",Silver,EUNE
Gragas,?46.38%,"50,448",2.34:1,?104.30,"?10,790",Silver,EUNE
Viktor,?46.36%,"13,450",2.09:1,?155.47,"?11,850",Silver,EUNE
Aurelion Sol,?46.32%,"5,041",2.01:1,?141.16,"?11,414",Silver,EUNE
Riven,?46.28%,"66,826",1.86:1,?157.39,"?11,804",Silver,EUNE
Poppy,?46.09%,"23,852",2.37:1,?113.97,"?10,715",Silver,EUNE
Evelynn,?46.00%,"60,620",2.16:1,?89.53,"?11,479",Silver,EUNE
Lucian,?45.63%,"87,478",2.23:1,?181.65,"?12,652",Silver,EUNE
Thresh,?45.62%,"166,236",2.68:1,?29.76,"?9,379",Silver,EUNE
Rengar,?45.45%,"50,231",1.83:1,?132.85,"?12,010",Silver,EUNE
Lee Sin,?45.35%,"158,726",2.15:1,?101.99,"?11,280",Silver,EUNE
Ivern,?45.17%,"5,710",2.55:1,?72.38,"?10,059",Silver,EUNE
Camille,?45.16%,"15,177",1.81:1,?131.13,"?11,192",Silver,EUNE
Rek'Sai,?44.78%,"10,207",2.14:1,?104.43,"?11,197",Silver,EUNE
Olaf,?44.73%,"27,611",1.89:1,?137.35,"?11,423",Silver,EUNE
Kalista,?44.46%,"30,465",2.08:1,?177.73,"?12,438",Silver,EUNE
Cassiopeia,?44.30%,"17,085",1.92:1,?148.62,"?11,499",Silver,EUNE
Taliyah,?43.76%,"16,238",1.93:1,?142.38,"?11,474",Silver,EUNE
Nidalee,?43.09%,"26,937",1.99:1,?95.38,"?11,094",Silver,EUNE
Ryze,?42.61%,"41,890",1.91:1,?160.33,"?11,488",Silver,EUNE
LeBlanc,?42.55%,"28,178",2.09:1,?111.22,"?10,931",Silver,EUNE
Nunu,?40.49%,"9,007",1.93:1,?93.84,"?10,391",Silver,EUNE
Soraka,?56.19%,"108,657",3.05:1,?17.51,"?9,935",Gold,EUNE
Sona,?56.08%,"83,780",2.96:1,?20.63,"?10,330",Gold,EUNE
Malzahar,?54.70%,"61,698",2.38:1,?180.58,"?12,401",Gold,EUNE
Janna,?54.54%,"122,523",3.57:1,?16.45,"?10,116",Gold,EUNE
Yorick,?54.35%,"18,264",2.08:1,?183.77,"?12,091",Gold,EUNE
Urgot,?54.32%,"39,755",2.44:1,?172.56,"?12,365",Gold,EUNE
Taric,?54.28%,"46,010",3.29:1,?42.42,"?9,502",Gold,EUNE
Xin Zhao,?54.25%,"46,236",2.21:1,?126.77,"?11,923",Gold,EUNE
Warwick,?54.13%,"74,182",2.49:1,?116.25,"?11,845",Gold,EUNE
Veigar,?54.04%,"70,895",2.41:1,?166.06,"?12,585",Gold,EUNE
Jarvan IV,?53.89%,"118,141",3.04:1,?127.58,"?11,909",Gold,EUNE
Rammus,?53.86%,"40,769",2.86:1,?109.84,"?11,131",Gold,EUNE
Shyvana,?53.83%,"30,138",2.52:1,?156.83,"?12,516",Gold,EUNE
Kayle,?53.79%,"19,321",2.24:1,?171.06,"?12,115",Gold,EUNE
Singed,?53.78%,"27,516",1.96:1,?184.57,"?12,012",Gold,EUNE
Anivia,?53.67%,"24,165",2.91:1,?169.30,"?12,267",Gold,EUNE
Garen,?53.59%,"55,653",2.38:1,?172.50,"?12,146",Gold,EUNE
Udyr,?53.53%,"33,613",2.27:1,?141.93,"?12,046",Gold,EUNE
Amumu,?53.52%,"29,299",2.9:1,?118.56,"?11,341",Gold,EUNE
Twitch,?53.15%,"148,364",2.57:1,?178.48,"?13,154",Gold,EUNE
Teemo,?52.95%,"65,285",1.89:1,?165.53,"?12,443",Gold,EUNE
Sion,?52.92%,"23,295",2.54:1,?144.00,"?11,603",Gold,EUNE
Jax,?52.87%,"107,185",1.94:1,?156.42,"?12,252",Gold,EUNE
Xerath,?52.83%,"21,727",2.85:1,?159.18,"?12,274",Gold,EUNE
Miss Fortune,?52.66%,"80,546",2.52:1,?181.86,"?12,860",Gold,EUNE
Vi,?52.49%,"44,537",2.33:1,?121.14,"?11,739",Gold,EUNE
Nasus,?52.45%,"71,917",2.05:1,?187.85,"?12,161",Gold,EUNE
Ziggs,?52.37%,"27,141",2.41:1,?173.92,"?12,442",Gold,EUNE
Diana,?52.37%,"60,308",2.24:1,?154.12,"?12,546",Gold,EUNE
Nami,?52.36%,"57,806",3.48:1,?14.43,"?9,954",Gold,EUNE
Tryndamere,?52.31%,"47,802",1.92:1,?204.73,"?12,990",Gold,EUNE
Wukong,?52.28%,"35,328",2.37:1,?141.64,"?12,149",Gold,EUNE
Vel'Koz,?52.27%,"39,359",2.51:1,?135.12,"?12,052",Gold,EUNE
Leona,?52.27%,"128,139",2.9:1,?45.96,"?9,870",Gold,EUNE
Tristana,?52.19%,"226,744",2.58:1,?199.15,"?13,066",Gold,EUNE
Lux,?52.19%,"117,472",2.84:1,?126.63,"?11,739",Gold,EUNE
Annie,?52.17%,"50,133",2.27:1,?136.93,"?11,810",Gold,EUNE
Heimerdinger,?51.98%,"17,154",1.93:1,?169.89,"?12,061",Gold,EUNE
Sejuani,?51.96%,"61,111",3.27:1,?108.07,"?11,122",Gold,EUNE
Katarina,?51.93%,"91,132",2.25:1,?154.68,"?12,593",Gold,EUNE
Quinn,?51.87%,"17,181",2.09:1,?159.44,"?12,612",Gold,EUNE
Jinx,?51.82%,"125,212",2.43:1,?198.64,"?12,980",Gold,EUNE
Cho'Gath,?51.81%,"69,987",2.59:1,?147.06,"?11,652",Gold,EUNE
Maokai,?51.79%,"46,970",2.88:1,?127.01,"?10,837",Gold,EUNE
Fiddlesticks,?51.79%,"21,188",2.33:1,?105.37,"?11,516",Gold,EUNE
Ahri,?51.77%,"61,556",2.55:1,?163.71,"?11,969",Gold,EUNE
Swain,?51.70%,"21,798",2.37:1,?164.42,"?11,779",Gold,EUNE
Brand,?51.70%,"64,271",2.27:1,?97.32,"?11,670",Gold,EUNE
Pantheon,?51.68%,"44,929",2.27:1,?137.92,"?11,895",Gold,EUNE
Master Yi,?51.66%,"92,413",1.97:1,?152.10,"?12,894",Gold,EUNE
Lulu,?51.59%,"117,962",3.16:1,?21.90,"?9,903",Gold,EUNE
Vayne,?51.47%,"229,490",2.15:1,?189.24,"?12,929",Gold,EUNE
Karthus,?51.32%,"8,272",2.34:1,?178.07,"?12,789",Gold,EUNE
Talon,?51.16%,"42,629",2.24:1,?160.45,"?12,788",Gold,EUNE
Fiora,?50.90%,"51,210",1.93:1,?177.10,"?12,209",Gold,EUNE
Irelia,?50.84%,"34,512",2.11:1,?177.06,"?12,299",Gold,EUNE
Zyra,?50.84%,"29,343",2.33:1,?58.98,"?11,312",Gold,EUNE
Malphite,?50.83%,"54,783",2.78:1,?135.82,"?11,278",Gold,EUNE
Blitzcrank,?50.83%,"91,374",2.74:1,?42.77,"?9,876",Gold,EUNE
Yasuo,?50.80%,"153,270",1.73:1,?196.52,"?12,740",Gold,EUNE
Draven,?50.79%,"77,495",2.15:1,?187.30,"?13,510",Gold,EUNE
Akali,?50.67%,"41,747",2.13:1,?146.33,"?12,225",Gold,EUNE
Kindred,?50.66%,"14,259",2.06:1,?128.59,"?12,052",Gold,EUNE
Kled,?50.64%,"15,653",2.45:1,?154.95,"?11,857",Gold,EUNE
Fizz,?50.58%,"69,068",2.31:1,?142.44,"?12,245",Gold,EUNE
Kennen,?50.57%,"27,368",2.22:1,?161.69,"?11,817",Gold,EUNE
Dr. Mundo,?50.56%,"16,203",2.33:1,?162.91,"?11,770",Gold,EUNE
Kha'Zix,?50.54%,"78,806",2.44:1,?118.80,"?12,202",Gold,EUNE
Ekko,?50.53%,"72,443",2.21:1,?151.50,"?12,141",Gold,EUNE
Kog'Maw,?50.51%,"60,436",2.19:1,?192.04,"?13,086",Gold,EUNE
Hecarim,?50.48%,"28,848",2.69:1,?126.99,"?11,870",Gold,EUNE
Illaoi,?50.45%,"21,741",1.73:1,?185.57,"?12,005",Gold,EUNE
Nocturne,?50.33%,"24,014",2.31:1,?138.61,"?12,383",Gold,EUNE
Orianna,?50.31%,"93,026",2.65:1,?173.72,"?12,059",Gold,EUNE
Alistar,?50.30%,"50,043",2.86:1,?43.41,"?9,483",Gold,EUNE
Jayce,?50.24%,"47,840",2.29:1,?172.65,"?12,319",Gold,EUNE
Braum,?50.24%,"61,457",3.14:1,?43.47,"?9,507",Gold,EUNE
Sivir,?50.20%,"32,097",2.58:1,?221.08,"?13,287",Gold,EUNE
Xayah,?50.16%,"117,142",2.37:1,?199.10,"?12,929",Gold,EUNE
Twisted Fate,?50.05%,"34,534",2.15:1,?155.52,"?12,388",Gold,EUNE
Kayn,?49.98%,"135,522",2.15:1,?135.66,"?12,195",Gold,EUNE
Zilean,?49.96%,"13,884",2.94:1,?75.75,"?11,002",Gold,EUNE
Morgana,?49.96%,"87,742",2.9:1,?46.79,"?10,763",Gold,EUNE
Trundle,?49.94%,"28,340",2.28:1,?154.18,"?11,526",Gold,EUNE
Aatrox,?49.93%,"10,094",1.97:1,?165.41,"?12,043",Gold,EUNE
Shaco,?49.89%,"31,286",2.36:1,?117.46,"?11,859",Gold,EUNE
Darius,?49.87%,"57,901",1.99:1,?169.00,"?11,871",Gold,EUNE
Renekton,?49.78%,"49,571",2.05:1,?189.38,"?12,128",Gold,EUNE
Gnar,?49.77%,"62,373",2.15:1,?164.27,"?11,619",Gold,EUNE
Vladimir,?49.73%,"50,548",2.07:1,?176.15,"?11,867",Gold,EUNE
Gangplank,?49.72%,"68,803",2.37:1,?201.36,"?13,899",Gold,EUNE
Ezreal,?49.70%,"133,540",2.67:1,?155.07,"?12,593",Gold,EUNE
Corki,?49.65%,"20,740",2.42:1,?184.33,"?12,737",Gold,EUNE
Mordekaiser,?49.64%,"11,456",1.77:1,?170.79,"?11,880",Gold,EUNE
Rumble,?49.55%,"16,741",2.15:1,?163.15,"?11,873",Gold,EUNE
Volibear,?49.53%,"15,638",2.51:1,?122.67,"?11,351",Gold,EUNE
Kassadin,?49.53%,"29,336",2.47:1,?150.81,"?11,933",Gold,EUNE
Skarner,?49.51%,"6,384",2.55:1,?116.05,"?11,187",Gold,EUNE
Azir,?49.40%,"34,925",2.02:1,?178.03,"?12,267",Gold,EUNE
Varus,?49.39%,"86,488",2.37:1,?200.64,"?13,053",Gold,EUNE
Zed,?49.39%,"123,520",2.25:1,?164.25,"?12,638",Gold,EUNE
Ashe,?49.35%,"52,722",2.34:1,?183.42,"?12,486",Gold,EUNE
Rakan,?49.31%,"72,081",2.9:1,?17.49,"?9,998",Gold,EUNE
Shen,?49.16%,"39,849",3.01:1,?133.30,"?10,881",Gold,EUNE
Lissandra,?48.80%,"15,237",2.24:1,?173.99,"?11,915",Gold,EUNE
Zac,?48.80%,"25,198",3.34:1,?106.37,"?10,802",Gold,EUNE
Jhin,?48.71%,"86,904",2.62:1,?180.93,"?12,748",Gold,EUNE
Caitlyn,?48.68%,"132,076",2.26:1,?196.10,"?12,639",Gold,EUNE
Riven,?48.42%,"75,724",1.95:1,?173.06,"?12,115",Gold,EUNE
Nautilus,?48.40%,"27,004",2.71:1,?74.56,"?10,045",Gold,EUNE
Poppy,?48.32%,"15,602",2.51:1,?131.32,"?11,072",Gold,EUNE
Bard,?48.24%,"29,323",2.68:1,?31.61,"?10,590",Gold,EUNE
Ornn,?48.20%,"39,347",2.5:1,?138.59,"?11,147",Gold,EUNE
Camille,?48.12%,"16,053",1.9:1,?146.35,"?11,534",Gold,EUNE
Tahm Kench,?48.04%,"19,920",2.67:1,?73.76,"?10,298",Gold,EUNE
Karma,?47.71%,"51,271",2.67:1,?53.02,"?10,381",Gold,EUNE
Syndra,?47.58%,"59,778",2.09:1,?179.54,"?12,235",Gold,EUNE
Graves,?47.53%,"28,492",2.09:1,?163.12,"?12,482",Gold,EUNE
Elise,?47.50%,"22,952",2.2:1,?100.89,"?11,353",Gold,EUNE
Aurelion Sol,?47.34%,"5,967",2.14:1,?155.60,"?11,656",Gold,EUNE
Rengar,?47.30%,"45,704",1.96:1,?143.67,"?12,295",Gold,EUNE
Viktor,?47.26%,"17,657",2.18:1,?174.89,"?12,163",Gold,EUNE
Gragas,?47.14%,"51,747",2.54:1,?113.54,"?10,945",Gold,EUNE
Galio,?47.03%,"73,029",2.3:1,?155.65,"?11,345",Gold,EUNE
Lee Sin,?46.97%,"151,268",2.32:1,?108.33,"?11,430",Gold,EUNE
Thresh,?46.88%,"161,791",2.84:1,?31.19,"?9,429",Gold,EUNE
Evelynn,?46.72%,"49,748",2.31:1,?95.59,"?11,646",Gold,EUNE
Ivern,?46.69%,"6,295",2.9:1,?76.68,"?10,102",Gold,EUNE
Rek'Sai,?46.22%,"10,595",2.35:1,?112.17,"?11,440",Gold,EUNE
Lucian,?46.21%,"84,148",2.28:1,?197.18,"?12,905",Gold,EUNE
Olaf,?46.21%,"15,982",2.03:1,?147.79,"?11,670",Gold,EUNE
Kalista,?45.73%,"33,018",2.14:1,?191.13,"?12,673",Gold,EUNE
Taliyah,?45.45%,"21,238",2.04:1,?159.81,"?11,810",Gold,EUNE
Nidalee,?45.36%,"26,561",2.21:1,?108.62,"?11,455",Gold,EUNE
Cassiopeia,?45.27%,"17,537",2:01,?167.09,"?11,737",Gold,EUNE
LeBlanc,?45.26%,"25,620",2.29:1,?127.62,"?11,296",Gold,EUNE
Ryze,?43.75%,"39,142",1.98:1,?179.70,"?11,796",Gold,EUNE
Nunu,?41.95%,"7,258",2.05:1,?103.74,"?10,533",Gold,EUNE
Sona,?56.00%,"52,533",3.03:1,?20.07,"?10,134",Platinum,EUNE
Soraka,?55.83%,"69,188",3.1:1,?16.80,"?9,722",Platinum,EUNE
Xin Zhao,?55.81%,"26,441",2.32:1,?131.85,"?11,887",Platinum,EUNE
Malzahar,?55.48%,"43,457",2.39:1,?190.74,"?12,326",Platinum,EUNE
Janna,?54.74%,"96,463",3.78:1,?16.05,"?9,949",Platinum,EUNE
Rammus,?54.68%,"31,368",3:01,?113.67,"?11,064",Platinum,EUNE
Anivia,?54.65%,"18,464",2.98:1,?184.85,"?12,358",Platinum,EUNE
Ziggs,?54.34%,"17,459",2.52:1,?190.24,"?12,617",Platinum,EUNE
Xerath,?54.26%,"16,638",3:01,?173.21,"?12,367",Platinum,EUNE
Urgot,?54.19%,"26,786",2.43:1,?179.70,"?12,300",Platinum,EUNE
Singed,?54.19%,"22,822",1.95:1,?194.79,"?12,009",Platinum,EUNE
Jarvan IV,?54.17%,"94,807",3.12:1,?130.11,"?11,749",Platinum,EUNE
Shyvana,?54.08%,"15,417",2.58:1,?164.85,"?12,515",Platinum,EUNE
Veigar,?54.00%,"38,238",2.47:1,?175.60,"?12,561",Platinum,EUNE
Twitch,?53.92%,"99,331",2.64:1,?186.02,"?13,129",Platinum,EUNE
Udyr,?53.90%,"23,612",2.29:1,?148.52,"?12,089",Platinum,EUNE
Kayle,?53.80%,"12,301",2.25:1,?179.41,"?12,021",Platinum,EUNE
Warwick,?53.75%,"36,608",2.53:1,?120.20,"?11,730",Platinum,EUNE
Pantheon,?53.50%,"21,243",2.31:1,?146.34,"?11,938",Platinum,EUNE
Wukong,?53.49%,"22,277",2.38:1,?148.46,"?12,156",Platinum,EUNE
Swain,?53.09%,"12,853",2.34:1,?174.37,"?11,737",Platinum,EUNE
Quinn,?53.05%,"8,090",2.12:1,?165.80,"?12,655",Platinum,EUNE
Taric,?53.04%,"28,505",3.29:1,?42.40,"?9,367",Platinum,EUNE
Miss Fortune,?52.94%,"30,290",2.59:1,?187.81,"?12,891",Platinum,EUNE
Yorick,?52.90%,"8,695",1.98:1,?191.44,"?12,039",Platinum,EUNE
Sejuani,?52.80%,"47,151",3.4:1,?110.45,"?10,998",Platinum,EUNE
Sion,?52.75%,"15,351",2.51:1,?152.76,"?11,561",Platinum,EUNE
Amumu,?52.61%,"13,715",2.89:1,?126.07,"?11,303",Platinum,EUNE
Kindred,?52.60%,"8,745",2.18:1,?134.80,"?12,114",Platinum,EUNE
Vi,?52.59%,"24,784",2.38:1,?126.24,"?11,709",Platinum,EUNE
Jinx,?52.58%,"60,454",2.47:1,?208.70,"?12,996",Platinum,EUNE
Jax,?52.49%,"55,175",1.91:1,?169.60,"?12,224",Platinum,EUNE
Tryndamere,?52.49%,"20,523",1.84:1,?216.65,"?12,975",Platinum,EUNE
Katarina,?52.48%,"56,565",2.3:1,?162.58,"?12,596",Platinum,EUNE
Teemo,?52.44%,"30,787",1.89:1,?171.51,"?12,397",Platinum,EUNE
Diana,?52.40%,"31,504",2.24:1,?165.87,"?12,540",Platinum,EUNE
Tristana,?52.39%,"150,107",2.64:1,?207.88,"?13,065",Platinum,EUNE
Vel'Koz,?52.31%,"26,094",2.58:1,?142.21,"?12,024",Platinum,EUNE
Nami,?52.29%,"47,132",3.63:1,?14.40,"?9,804",Platinum,EUNE
Lux,?52.26%,"53,271",2.94:1,?144.54,"?11,814",Platinum,EUNE
Ahri,?52.19%,"39,735",2.64:1,?176.64,"?12,048",Platinum,EUNE
Lulu,?52.17%,"89,838",3.38:1,?20.49,"?9,781",Platinum,EUNE
Cho'Gath,?52.12%,"41,413",2.61:1,?153.47,"?11,510",Platinum,EUNE
Kha'Zix,?52.06%,"50,906",2.56:1,?122.83,"?12,238",Platinum,EUNE
Garen,?52.04%,"18,974",2.29:1,?183.16,"?12,157",Platinum,EUNE
Heimerdinger,?52.02%,"9,548",1.97:1,?178.05,"?12,095",Platinum,EUNE
Talon,?52.02%,"26,479",2.26:1,?170.19,"?12,754",Platinum,EUNE
Annie,?52.00%,"21,523",2.28:1,?145.30,"?11,723",Platinum,EUNE
Shaco,?51.98%,"20,776",2.51:1,?127.79,"?12,101",Platinum,EUNE
Leona,?51.90%,"58,441",2.9:1,?47.38,"?9,735",Platinum,EUNE
Maokai,?51.84%,"35,814",2.88:1,?136.03,"?10,745",Platinum,EUNE
Vayne,?51.81%,"150,131",2.19:1,?198.31,"?12,900",Platinum,EUNE
Twisted Fate,?51.70%,"27,613",2.31:1,?166.78,"?12,485",Platinum,EUNE
Akali,?51.67%,"20,642",2.14:1,?160.20,"?12,250",Platinum,EUNE
Fizz,?51.50%,"38,050",2.34:1,?154.49,"?12,260",Platinum,EUNE
Draven,?51.45%,"50,381",2.15:1,?196.39,"?13,563",Platinum,EUNE
Irelia,?51.43%,"24,062",2.1:1,?186.98,"?12,277",Platinum,EUNE
Karthus,?51.34%,"6,516",2.29:1,?197.57,"?12,984",Platinum,EUNE
Kog'Maw,?51.24%,"52,300",2.23:1,?199.94,"?13,043",Platinum,EUNE
Ezreal,?51.22%,"90,638",2.69:1,?156.96,"?12,667",Platinum,EUNE
Orianna,?51.22%,"73,608",2.71:1,?185.82,"?12,112",Platinum,EUNE
Illaoi,?51.21%,"9,169",1.73:1,?200.24,"?12,240",Platinum,EUNE
Master Yi,?51.17%,"41,024",1.99:1,?156.66,"?12,844",Platinum,EUNE
Nasus,?51.16%,"35,599",1.99:1,?192.22,"?11,980",Platinum,EUNE
Kennen,?51.15%,"16,491",2.21:1,?170.89,"?11,820",Platinum,EUNE
Fiddlesticks,?51.08%,"13,331",2.42:1,?110.92,"?11,395",Platinum,EUNE
Vladimir,?51.07%,"36,801",2.14:1,?187.84,"?11,984",Platinum,EUNE
Lissandra,?51.03%,"11,000",2.3:1,?187.54,"?12,020",Platinum,EUNE
Malphite,?51.03%,"27,976",2.77:1,?153.79,"?11,321",Platinum,EUNE
Nocturne,?51.02%,"16,156",2.41:1,?144.15,"?12,390",Platinum,EUNE
Fiora,?50.99%,"33,661",1.89:1,?186.15,"?12,167",Platinum,EUNE
Zilean,?50.97%,"11,085",3.14:1,?79.10,"?10,857",Platinum,EUNE
Blitzcrank,?50.95%,"47,985",2.79:1,?41.88,"?9,791",Platinum,EUNE
Kled,?50.87%,"11,322",2.52:1,?164.29,"?11,858",Platinum,EUNE
Brand,?50.76%,"35,620",2.22:1,?90.78,"?11,520",Platinum,EUNE
Skarner,?50.75%,"4,589",2.71:1,?121.11,"?11,129",Platinum,EUNE
Ekko,?50.71%,"43,135",2.27:1,?160.17,"?12,148",Platinum,EUNE
Corki,?50.58%,"17,486",2.47:1,?193.48,"?12,731",Platinum,EUNE
Darius,?50.58%,"34,809",1.99:1,?180.22,"?11,938",Platinum,EUNE
Xayah,?50.55%,"84,439",2.44:1,?209.12,"?12,961",Platinum,EUNE
Sivir,?50.44%,"19,852",2.65:1,?230.78,"?13,259",Platinum,EUNE
Aatrox,?50.44%,"6,834",2.02:1,?173.68,"?12,046",Platinum,EUNE
Jayce,?50.34%,"36,867",2.28:1,?183.12,"?12,387",Platinum,EUNE
Mordekaiser,?50.34%,"6,686",1.84:1,?180.39,"?11,899",Platinum,EUNE
Gangplank,?50.30%,"66,034",2.42:1,?210.93,"?14,020",Platinum,EUNE
Azir,?50.29%,"31,222",2.14:1,?190.49,"?12,408",Platinum,EUNE
Volibear,?50.27%,"5,677",2.59:1,?128.69,"?11,374",Platinum,EUNE
Zyra,?50.26%,"17,386",2.36:1,?56.19,"?11,108",Platinum,EUNE
Rumble,?50.25%,"12,204",2.21:1,?170.96,"?11,888",Platinum,EUNE
Hecarim,?50.20%,"16,447",2.73:1,?132.79,"?11,863",Platinum,EUNE
Trundle,?50.18%,"16,775",2.29:1,?167.42,"?11,597",Platinum,EUNE
Kassadin,?50.15%,"22,545",2.56:1,?162.02,"?11,880",Platinum,EUNE
Zed,?50.12%,"79,945",2.31:1,?173.36,"?12,653",Platinum,EUNE
Aurelion Sol,?50.06%,"4,846",2.42:1,?169.68,"?11,844",Platinum,EUNE
Gnar,?50.02%,"40,573",2.14:1,?172.24,"?11,584",Platinum,EUNE
Braum,?49.97%,"28,347",3.2:1,?44.62,"?9,330",Platinum,EUNE
Alistar,?49.97%,"27,003",2.88:1,?43.52,"?9,351",Platinum,EUNE
Caitlyn,?49.96%,"86,704",2.3:1,?206.66,"?12,722",Platinum,EUNE
Yasuo,?49.90%,"93,020",1.71:1,?203.47,"?12,596",Platinum,EUNE
Riven,?49.86%,"54,531",1.99:1,?183.68,"?12,184",Platinum,EUNE
Morgana,?49.75%,"40,164",3.03:1,?48.20,"?10,617",Platinum,EUNE
Ornn,?49.73%,"31,599",2.61:1,?150.41,"?11,179",Platinum,EUNE
Ashe,?49.63%,"27,344",2.4:1,?192.01,"?12,538",Platinum,EUNE
Renekton,?49.56%,"29,345",2.02:1,?198.44,"?12,115",Platinum,EUNE
Varus,?49.42%,"60,592",2.4:1,?208.55,"?12,992",Platinum,EUNE
Bard,?49.38%,"25,345",2.8:1,?29.79,"?10,493",Platinum,EUNE
Kayn,?49.36%,"87,441",2.18:1,?139.44,"?12,102",Platinum,EUNE
Jhin,?49.23%,"52,685",2.69:1,?190.27,"?12,785",Platinum,EUNE
Ivern,?49.23%,"5,521",3.23:1,?79.71,"?10,141",Platinum,EUNE
Zac,?49.03%,"16,757",3.49:1,?110.25,"?10,726",Platinum,EUNE
Shen,?48.89%,"25,479",3.02:1,?148.52,"?10,906",Platinum,EUNE
Dr. Mundo,?48.88%,"8,104",2.31:1,?168.42,"?11,756",Platinum,EUNE
Poppy,?48.61%,"7,642",2.53:1,?142.93,"?11,066",Platinum,EUNE
Rakan,?48.60%,"49,792",2.94:1,?17.97,"?9,821",Platinum,EUNE
Rengar,?48.47%,"31,350",2.09:1,?149.89,"?12,329",Platinum,EUNE
Camille,?48.38%,"13,878",1.95:1,?158.33,"?11,639",Platinum,EUNE
Elise,?48.29%,"17,843",2.31:1,?103.86,"?11,339",Platinum,EUNE
Rek'Sai,?48.28%,"9,788",2.56:1,?118.92,"?11,593",Platinum,EUNE
Lee Sin,?48.18%,"97,932",2.45:1,?111.80,"?11,433",Platinum,EUNE
Karma,?48.16%,"36,724",2.83:1,?51.98,"?10,228",Platinum,EUNE
Syndra,?48.08%,"43,528",2.11:1,?190.76,"?12,256",Platinum,EUNE
Tahm Kench,?48.05%,"10,360",2.65:1,?84.29,"?10,216",Platinum,EUNE
Evelynn,?48.05%,"29,648",2.45:1,?100.71,"?11,705",Platinum,EUNE
Viktor,?48.00%,"14,218",2.24:1,?188.02,"?12,218",Platinum,EUNE
Thresh,?47.72%,"105,545",2.98:1,?31.71,"?9,340",Platinum,EUNE
LeBlanc,?47.67%,"19,250",2.47:1,?139.46,"?11,477",Platinum,EUNE
Nautilus,?47.59%,"12,023",2.7:1,?89.54,"?10,039",Platinum,EUNE
Olaf,?47.59%,"7,310",2.12:1,?153.49,"?11,722",Platinum,EUNE
Gragas,?47.55%,"39,167",2.72:1,?119.61,"?10,888",Platinum,EUNE
Graves,?47.24%,"16,866",2.14:1,?167.86,"?12,496",Platinum,EUNE
Nidalee,?47.19%,"19,340",2.37:1,?118.90,"?11,596",Platinum,EUNE
Lucian,?46.81%,"50,847",2.28:1,?204.79,"?12,915",Platinum,EUNE
Galio,?46.73%,"48,583",2.34:1,?166.88,"?11,392",Platinum,EUNE
Taliyah,?46.66%,"19,334",2.2:1,?172.74,"?11,958",Platinum,EUNE
Kalista,?46.38%,"25,097",2.18:1,?198.24,"?12,667",Platinum,EUNE
Cassiopeia,?45.96%,"11,200",2.03:1,?179.19,"?11,779",Platinum,EUNE
Ryze,?42.30%,"25,454",2.01:1,?190.86,"?11,821",Platinum,EUNE
Nunu,?42.28%,"4,163",2.17:1,?105.47,"?10,340",Platinum,EUNE
Xin Zhao,?57.77%,"8,296",2.41:1,?135.66,"?11,718",Diamond,EUNE
Kayle,?56.88%,"3,973",2.35:1,?184.91,"?11,931",Diamond,EUNE
Sona,?56.86%,"14,693",3.08:1,?19.13,"?9,820",Diamond,EUNE
Malzahar,?56.21%,"11,264",2.39:1,?195.18,"?12,073",Diamond,EUNE
Aurelion Sol,?56.11%,"1,834",2.78:1,?183.93,"?12,000",Diamond,EUNE
Soraka,?55.83%,"16,510",3.15:1,?16.77,"?9,411",Diamond,EUNE
Vi,?55.72%,"4,481",2.54:1,?129.36,"?11,550",Diamond,EUNE
Katarina,?55.71%,"13,505",2.43:1,?169.21,"?12,467",Diamond,EUNE
Twitch,?55.47%,"26,692",2.71:1,?188.76,"?12,892",Diamond,EUNE
Anivia,?55.44%,"5,902",2.96:1,?193.09,"?12,158",Diamond,EUNE
Urgot,?55.34%,"6,511",2.42:1,?182.94,"?12,040",Diamond,EUNE
Janna,?55.15%,"26,160",3.94:1,?16.02,"?9,612",Diamond,EUNE
Pantheon,?55.11%,"4,484",2.26:1,?148.29,"?11,598",Diamond,EUNE
